,teamID,ACC,AGI,ARM,Blk P/XP/FG,END,FF/FR,G,HND,INT,Int,KAc,KDi,L,Name,OVR,PA,PBl,PD,PF,Player,Pos,RBl,S,SPE,STR,Sck,Sfty,T,TCK,TD,TFL,Tck,Team,W,WPct
11,1,80,50,75,0/0/0,50,0/2,14,15,70,0,1,1,10,"Kyubee, S.",75,330,1,0,254,"Kyubee, S.",QB,1,1,58,35,0,0,0,15,0,0,0,BAL,4,0.28600000000000003
12,1,1,60,1,0/0/0,65,0/1,14,72,52,0,1,1,10,"Lecavalier, R.",61,330,20,0,254,"Lecavalier, R.",WR,20,1,62,46,0,0,0,20,0,0,0,BAL,4,0.28600000000000003
13,1,1,40,1,0/0/0,60,0/1,14,20,55,0,1,1,10,"Bigboy1, Z.",62,330,65,0,254,"Bigboy1, Z.",G,65,1,35,65,0,0,0,35,0,0,0,BAL,4,0.28600000000000003
14,1,1,40,1,0/0/0,60,0/1,14,20,55,0,1,1,10,"Bigboy10, Z.",62,330,65,0,254,"Bigboy10, Z.",C,65,1,35,65,0,0,0,35,0,0,0,BAL,4,0.28600000000000003
15,1,1,40,1,0/0/0,60,0/1,14,20,55,0,1,1,10,"Bigboy12, Z.",62,330,65,0,254,"Bigboy12, Z.",G,65,1,35,65,0,0,0,35,0,0,0,BAL,4,0.28600000000000003
16,1,1,71,1,0/0/0,50,0/0,14,68,57,4,1,1,10,"Peterson, M.",71,330,1,11,254,"Peterson, M.",CB,1,1,75,50,0,0,0,40,0,0,58,BAL,4,0.28600000000000003
17,1,1,70,1,0/0/0,70,1/0,14,55,50,3,1,1,10,"Speed, D.",67,330,1,4,254,"Speed, D.",SS,1,1,76,50,2,0,0,50,1,0,64,BAL,4,0.28600000000000003
18,1,1,69,1,0/0/0,60,0/0,14,25,50,1,1,1,10,"Broadway, E.",68,330,1,9,254,"Broadway, E.",LB,1,1,80,66,3,0,0,60,0,6,39,BAL,4,0.28600000000000003
19,1,1,72,1,0/0/0,50,2/2,14,60,60,1,1,1,10,"Delacour, A.",70,330,1,7,254,"Delacour, A.",CB,1,1,80,40,1,0,0,40,0,0,77,BAL,4,0.28600000000000003
20,1,1,67,1,0/0/0,66,0/0,14,37,48,2,1,1,10,"Harrison, S.",75,330,3,4,254,"Harrison, S.",LB,3,1,72,77,6,0,0,72,1,3,84,BAL,4,0.28600000000000003
21,2,1,60,1,0/0/0,60,0/0,14,30,45,0,1,1,6,"Varga, T.",77,225,1,0,256,"Varga, T.",DE,1,1,80,71,6,0,0,66,0,12,29,YKW,8,0.5710000000000001
22,2,1,74,1,0/0/0,51,0/0,14,60,51,4,1,1,6,"Cutter, D.",72,225,3,13,256,"Cutter, D.",CB,3,1,80,38,0,0,0,49,1,0,45,YKW,8,0.5710000000000001
23,2,1,50,1,0/0/0,60,0/0,14,30,50,0,1,1,6,"Bender, T.",59,225,1,0,256,"Bender, T.",DT,1,1,60,70,13,0,0,45,0,2,47,YKW,8,0.5710000000000001
24,2,1,35,1,0/0/0,65,0/0,4,25,45,0,1,1,6,"Green, B.",63,225,1,0,256,"Green, B.",DT,1,1,54,75,1,0,0,50,0,0,1,YKW,8,0.5710000000000001
25,2,1,70,1,0/0/0,66,0/1,14,32,58,3,1,1,6,"Flimjollywop, S.",73,225,3,5,256,"Flimjollywop, S.",LB,3,1,71,71,4,0,0,71,1,5,96,YKW,8,0.5710000000000001
26,2,1,54,1,0/0/0,60,2/0,14,30,43,0,1,1,6,"Spearhead, J.",73,225,1,0,256,"Spearhead, J.",DE,1,1,73,70,10,0,0,67,0,20,52,YKW,8,0.5710000000000001
27,2,1,60,1,0/0/0,66,3/1,14,35,56,0,1,1,6,"Shelton, L.",75,225,3,0,256,"Shelton, L.",LB,3,1,72,71,1,0,0,78,0,1,118,YKW,8,0.5710000000000001
28,2,17,63,17,0/0/0,66,0/1,14,60,63,0,3,3,6,"Nuck, B.",69,225,24,0,256,"Nuck, B.",RB,22,1,80,51,0,0,0,22,0,0,0,YKW,8,0.5710000000000001
29,2,1,73,1,0/0/0,70,1/0,14,64,55,1,1,1,6,"Hansen, A.",73,225,1,1,256,"Hansen, A.",FS,1,1,80,50,3,0,0,55,0,0,74,YKW,8,0.5710000000000001
30,2,1,61,1,0/0/0,68,0/0,14,29,51,1,1,1,6,"Hampshireton, R.",72,225,1,2,256,"Hampshireton, R.",LB,1,1,70,72,3,0,0,73,0,2,55,YKW,8,0.5710000000000001
31,2,1,46,1,0/0/0,65,0/1,14,60,57,0,1,1,6,"Larsendorf, R.",58,225,50,0,256,"Larsendorf, R.",TE,50,1,50,50,0,0,0,30,0,0,0,YKW,8,0.5710000000000001
32,2,3,77,3,0/0/0,63,0/1,14,70,50,0,3,3,6,"Garden, J.",72,225,12,0,256,"Garden, J.",WR,12,1,80,50,0,0,0,22,0,0,0,YKW,8,0.5710000000000001
33,2,1,51,1,0/0/0,65,0/1,14,22,68,0,1,1,6,"Floggity, J.",72,225,70,0,256,"Floggity, J.",C,70,1,41,80,0,0,0,37,0,0,0,YKW,8,0.5710000000000001
34,2,1,70,1,0/0/0,65,1/1,14,70,56,0,1,1,6,"Sanchez, P.",68,225,1,1,256,"Sanchez, P.",FS,1,1,70,40,1,0,0,50,0,0,62,YKW,8,0.5710000000000001
35,2,80,45,72,0/0/0,50,0/1,14,15,80,0,1,1,6,"Orosz, C.",75,225,1,0,256,"Orosz, C.",QB,1,1,40,35,0,0,0,15,0,0,0,YKW,8,0.5710000000000001
36,2,1,75,1,0/0/0,61,0/1,5,71,52,0,1,1,6,"North, F.",65,225,12,0,256,"North, F.",WR,12,1,71,30,0,0,0,20,0,0,0,YKW,8,0.5710000000000001
37,2,1,60,1,0/0/0,66,0/0,5,51,51,0,1,1,6,"Lillico, J.",63,225,1,1,256,"Lillico, J.",SS,1,1,63,60,0,0,0,67,0,0,0,YKW,8,0.5710000000000001
38,2,1,74,1,0/0/0,50,0/0,14,50,50,1,1,1,6,"Rivere, H.",63,225,1,3,256,"Rivere, H.",CB,1,1,72,35,0,0,0,35,0,0,36,YKW,8,0.5710000000000001
39,2,1,78,1,0/0/0,62,0/2,14,71,50,0,1,1,6,"LeClair, A.",70,225,10,0,256,"LeClair, A.",WR,10,1,79,33,0,0,0,20,0,0,0,YKW,8,0.5710000000000001
40,2,1,58,1,1/0/0,66,1/0,14,30,51,0,1,1,6,"Ramrio, M.",70,225,1,0,256,"Ramrio, M.",DT,1,1,72,72,14,0,0,61,0,1,57,YKW,8,0.5710000000000001
41,2,3,70,3,0/0/0,57,1/1,14,61,53,4,1,1,6,"Lavelle, D.",70,225,3,18,256,"Lavelle, D.",CB,3,1,80,37,0,0,0,44,0,0,57,YKW,8,0.5710000000000001
42,2,1,51,1,0/0/0,65,0/1,14,22,71,0,1,1,6,"Akselsen, M.",74,225,70,0,256,"Akselsen, M.",T,71,1,51,80,0,0,0,37,0,0,0,YKW,8,0.5710000000000001
43,3,80,52,80,0/0/0,50,0/1,14,17,73,0,3,3,6,"Noble, L.",78,253,3,0,250,"Noble, L.",QB,3,1,60,38,0,0,0,17,0,0,0,COL,8,0.5710000000000001
44,3,15,55,15,0/0/0,70,0/1,14,56,34,0,1,1,6,"Tiernan, L.",69,253,22,0,250,"Tiernan, L.",RB,27,1,80,80,0,0,0,22,0,0,0,COL,8,0.5710000000000001
45,3,1,74,1,0/0/0,45,0/0,14,60,45,0,1,1,6,"Bowden, M.",65,253,1,2,250,"Bowden, M.",CB,1,1,70,35,0,0,0,35,0,1,30,COL,8,0.5710000000000001
46,3,1,50,1,0/0/0,60,0/0,14,42,50,0,1,1,6,"Nasher, W.",63,253,1,0,250,"Nasher, W.",DT,1,1,50,68,6,1,0,57,0,11,31,COL,8,0.5710000000000001
47,3,1,71,1,0/0/0,61,2/0,14,27,50,1,1,1,6,"Fulton, W.",76,253,3,8,250,"Fulton, W.",LB,3,1,75,70,10,0,0,79,0,6,76,COL,8,0.5710000000000001
48,3,1,56,1,0/0/0,61,2/0,14,30,42,0,1,1,6,"Wozy, F.",78,253,1,0,250,"Wozy, F.",DE,1,1,75,80,10,0,0,70,0,9,35,COL,8,0.5710000000000001
49,3,1,42,1,0/0/0,67,0/1,14,22,66,0,1,1,6,"Rodriguez, B.",73,253,70,0,250,"Rodriguez, B.",T,75,1,51,75,0,0,0,37,0,0,0,COL,8,0.5710000000000001
50,3,1,70,1,0/0/0,62,2/0,14,25,50,1,1,1,6,"Saint, J.",76,253,1,4,250,"Saint, J.",LB,1,1,71,73,14,0,0,78,0,4,101,COL,8,0.5710000000000001
51,3,15,70,15,0/0/0,66,0/1,14,50,50,0,1,1,6,"Tweed, B.",73,253,22,0,250,"Tweed, B.",RB,22,1,83,70,0,0,0,22,0,0,0,COL,8,0.5710000000000001
52,3,1,45,1,0/0/0,60,1/0,14,30,40,0,1,1,6,"Teagarden, E.",70,253,1,0,250,"Teagarden, E.",DE,1,1,70,70,8,0,0,65,0,0,67,COL,8,0.5710000000000001
53,3,1,72,1,0/0/0,65,2/0,14,65,55,4,1,1,6,"Marmeladov, V.",71,253,1,4,250,"Marmeladov, V.",FS,1,1,73,53,1,0,0,61,1,1,62,COL,8,0.5710000000000001
54,3,1,67,1,0/0/0,70,0/1,14,50,45,2,1,1,6,"McNoodle, M.",68,253,1,3,250,"McNoodle, M.",SS,1,1,70,60,0,0,0,70,0,0,53,COL,8,0.5710000000000001
55,3,1,71,1,0/0/0,47,0/0,14,70,72,4,1,1,6,"Carter, P.",70,253,1,11,250,"Carter, P.",CB,1,1,80,30,0,0,0,30,0,0,56,COL,8,0.5710000000000001
56,3,1,65,1,0/0/0,65,1/1,14,35,55,1,1,1,6,"Mills, R.",58,253,1,1,250,"Mills, R.",LB,1,1,65,50,0,0,0,55,1,1,57,COL,8,0.5710000000000001
57,3,1,56,1,0/0/0,61,1/0,14,25,47,0,1,1,6,"Cox, V.",71,253,1,0,250,"Cox, V.",DT,1,1,60,74,7,0,0,67,0,7,69,COL,8,0.5710000000000001
58,3,1,74,1,0/0/0,51,1/0,14,50,57,4,1,1,6,"Hayden, A.",71,253,1,18,250,"Hayden, A.",CB,1,1,85,42,0,0,0,42,0,1,63,COL,8,0.5710000000000001
59,4,3,70,3,1/0/0,66,1/1,14,32,56,0,1,1,5,"Lee, J.",78,204,3,5,277,"Lee, J.",LB,3,1,80,70,4,0,0,78,0,3,121,ARI,9,0.643
60,4,1,70,1,0/0/0,70,0/0,14,72,71,0,1,1,5,"Jackson, M.",75,204,1,0,277,"Jackson, M.",FS,1,1,77,42,0,0,0,65,0,1,55,ARI,9,0.643
61,4,1,68,1,0/0/0,71,0/0,14,54,63,3,1,1,5,"Flock, R.",72,204,3,3,277,"Flock, R.",FS,3,1,82,60,0,0,0,60,0,0,71,ARI,9,0.643
62,4,1,70,1,0/0/0,70,0/0,14,50,50,0,1,1,5,"Watson, S.",65,204,1,1,277,"Watson, S.",SS,1,1,70,50,0,0,0,60,0,0,4,ARI,9,0.643
63,4,1,55,1,0/0/0,65,0/0,14,35,50,0,1,1,5,"Pierce, L.",58,204,1,0,277,"Pierce, L.",DT,1,1,50,65,0,0,0,50,0,0,6,ARI,9,0.643
64,4,1,71,1,0/0/0,66,3/3,14,60,62,1,1,1,5,"Ernston, H.",73,204,3,5,277,"Ernston, H.",LB,3,1,80,71,12,0,0,60,0,1,85,ARI,9,0.643
65,4,1,70,1,0/0/0,70,0/0,14,65,40,10,1,1,5,"Rashad, I.",71,204,1,22,277,"Rashad, I.",SS,1,1,73,65,0,0,0,55,1,0,59,ARI,9,0.643
66,4,1,61,1,0/0/0,61,0/0,14,27,47,0,1,1,5,"Stropko, B.",65,204,3,3,277,"Stropko, B.",LB,3,1,83,56,9,1,0,61,0,11,113,ARI,9,0.643
67,4,3,51,1,0/0/0,61,1/1,14,32,42,0,1,1,5,"Tuck, J.",78,204,3,0,277,"Tuck, J.",DE,3,1,80,82,16,1,0,64,0,17,47,ARI,9,0.643
68,4,15,70,15,0/0/0,66,0/1,14,42,32,0,1,1,5,"Mackworthy, R.",70,204,22,0,277,"Mackworthy, R.",RB,22,1,85,68,0,0,0,20,0,0,0,ARI,9,0.643
69,4,1,51,1,0/0/0,65,2/1,14,35,52,0,1,1,5,"Dam, D.",80,204,1,0,277,"Dam, D.",DE,1,1,79,80,9,0,0,70,0,3,47,ARI,9,0.643
70,4,75,55,75,0/0/0,55,0/1,14,15,64,0,1,1,5,"Bronko, K.",73,204,1,0,277,"Bronko, K.",QB,1,1,60,40,0,0,0,15,0,0,0,ARI,9,0.643
71,4,1,45,1,0/0/0,60,2/0,14,30,40,0,1,1,5,"Blade, B.",73,204,1,0,277,"Blade, B.",DE,1,1,80,78,7,0,0,55,0,17,47,ARI,9,0.643
72,4,1,45,1,0/0/0,70,0/1,14,32,65,0,1,1,5,"Thomas, A.",68,204,70,0,277,"Thomas, A.",T,61,1,50,70,0,0,0,35,0,0,0,ARI,9,0.643
73,4,1,66,1,0/0/0,51,0/0,14,57,75,5,1,1,5,"Williams, J.",67,204,1,10,277,"Williams, J.",CB,1,1,70,40,0,0,0,52,3,0,44,ARI,9,0.643
74,4,1,46,1,0/0/0,67,0/0,14,12,50,0,1,1,5,"Asipi, A.",67,204,1,0,277,"Asipi, A.",DT,1,1,59,71,4,0,0,60,0,2,37,ARI,9,0.643
75,5,3,71,3,1/0/0,47,1/0,14,56,47,4,1,1,5,"Petrakis, A.",68,196,1,7,249,"Petrakis, A.",CB,1,1,83,35,0,0,0,35,0,2,53,OCO,9,0.643
76,5,1,61,1,0/0/0,65,0/0,14,25,45,0,1,1,5,"Krimlaw, A.",71,196,1,5,249,"Krimlaw, A.",LB,1,1,74,71,4,0,0,70,0,0,69,OCO,9,0.643
77,5,1,51,1,0/0/0,66,1/0,14,30,50,0,1,1,5,"Harris, F.",73,196,1,0,249,"Harris, F.",DT,1,1,70,76,12,0,0,65,0,2,56,OCO,9,0.643
78,5,81,42,75,0/0/0,42,0/1,11,17,80,0,1,1,5,"Boss, M.",76,196,3,0,249,"Boss, M.",QB,3,1,42,37,0,0,0,17,0,0,0,OCO,9,0.643
79,5,1,51,1,0/0/0,66,0/1,14,63,47,0,1,1,5,"Wright Jr, G.",67,196,63,0,249,"Wright Jr, G.",TE,65,1,53,71,0,0,0,32,0,0,0,OCO,9,0.643
80,5,15,70,15,0/0/0,65,0/1,14,42,30,0,1,1,5,"Wright, O.",67,196,22,0,249,"Wright, O.",RB,22,1,85,51,0,0,0,22,0,0,0,OCO,9,0.643
81,5,1,70,1,0/0/0,70,0/0,14,62,50,2,1,1,5,"Verns, D.",71,196,1,3,249,"Verns, D.",FS,1,1,81,47,4,0,0,53,1,1,64,OCO,9,0.643
82,5,1,56,1,0/0/0,70,0/0,14,37,42,0,1,1,5,"Tomlinson, A.",77,196,3,0,249,"Tomlinson, A.",DE,3,1,80,74,10,0,0,62,0,15,42,OCO,9,0.643
83,5,1,56,1,0/0/0,66,2/1,14,34,54,1,1,1,5,"Bavitz, I.",76,196,3,5,249,"Bavitz, I.",LB,3,1,81,73,4,0,0,76,0,3,100,OCO,9,0.643
84,5,1,50,1,0/0/0,65,0/0,14,35,50,0,1,1,5,"Thor, L.",73,196,1,0,249,"Thor, L.",DE,1,1,70,70,3,0,0,70,0,3,23,OCO,9,0.643
85,5,1,60,1,1/0/0,65,0/0,14,30,53,0,1,1,5,"Retro, G.",70,196,1,0,249,"Retro, G.",LB,1,1,67,70,0,0,0,70,0,0,4,OCO,9,0.643
86,5,3,71,3,0/0/0,54,0/0,14,53,61,0,1,1,5,"Harris, J.",68,196,3,9,249,"Harris, J.",CB,3,1,75,42,1,0,0,47,0,1,39,OCO,9,0.643
87,5,3,51,3,0/0/0,61,0/0,14,32,42,0,1,1,5,"Reigns, J.",61,196,3,0,249,"Reigns, J.",DT,3,1,79,72,14,0,0,42,0,4,46,OCO,9,0.643
88,5,1,71,1,0/0/0,51,0/0,14,51,60,2,1,1,5,"Maddox, S.",67,196,3,8,249,"Maddox, S.",CB,3,1,80,37,0,0,0,37,2,0,47,OCO,9,0.643
89,5,1,70,1,0/0/0,50,0/0,14,50,60,0,1,1,5,"Arthur, K.",64,196,1,0,249,"Arthur, K.",CB,1,1,70,40,0,0,0,45,0,0,25,OCO,9,0.643
90,5,1,70,1,0/0/0,70,0/0,6,60,40,0,1,1,5,"Thomas, R.",69,196,1,0,249,"Thomas, R.",FS,1,1,80,40,1,0,0,50,0,0,25,OCO,9,0.643
91,5,1,42,1,0/0/0,67,2/1,14,27,47,0,1,1,5,"Devitt, R.",61,196,3,0,249,"Devitt, R.",DT,3,1,75,66,10,0,0,51,0,2,53,OCO,9,0.643
92,6,1,50,1,0/0/0,60,0/1,14,50,60,0,1,1,10,"Tebow, T.",69,291,68,0,213,"Tebow, T.",C,70,1,50,70,0,0,0,35,0,0,0,SJS,4,0.28600000000000003
93,6,15,74,15,0/0/0,70,0/1,14,51,37,0,1,1,10,"Bowers Jr, V.",71,291,25,0,213,"Bowers Jr, V.",RB,25,1,80,63,0,0,0,20,0,0,0,SJS,4,0.28600000000000003
94,6,1,50,1,0/0/0,61,0/1,14,30,70,0,1,1,10,"Longshaw, B.",73,291,74,0,213,"Longshaw, B.",G,70,1,50,76,0,0,0,37,0,0,0,SJS,4,0.28600000000000003
95,6,1,60,1,0/0/0,64,0/0,14,35,40,0,1,1,10,"Taylor, G.",71,291,1,0,213,"Taylor, G.",DE,1,1,70,60,4,0,0,70,0,11,31,SJS,4,0.28600000000000003
96,6,1,71,1,0/0/0,66,1/1,14,70,50,3,1,1,10,"Brill, J.",74,291,1,5,213,"Brill, J.",FS,1,1,72,62,4,0,0,70,0,1,65,SJS,4,0.28600000000000003
97,6,1,51,1,1/0/0,60,1/0,14,30,50,0,1,1,10,"Cameron, J.",67,291,1,0,213,"Cameron, J.",DT,1,1,58,70,6,0,0,62,0,3,43,SJS,4,0.28600000000000003
98,6,1,60,1,0/0/0,65,1/1,14,36,45,0,1,1,10,"Leafer, S.",73,291,1,0,213,"Leafer, S.",DE,1,1,70,65,4,0,0,70,0,9,23,SJS,4,0.28600000000000003
99,6,1,70,1,0/0/0,70,0/0,14,62,52,0,1,1,10,"Richter, Z.",66,291,1,0,213,"Richter, Z.",SS,1,1,71,47,0,0,0,55,0,1,21,SJS,4,0.28600000000000003
100,6,1,71,1,0/0/0,52,2/1,14,65,63,1,1,1,10,"Canton, J.",71,291,3,8,213,"Canton, J.",CB,3,1,78,40,0,0,0,40,0,0,49,SJS,4,0.28600000000000003
101,6,1,65,1,0/0/0,65,0/0,6,50,60,0,1,1,10,"Oaks, J.",63,291,1,2,213,"Oaks, J.",LB,2,1,70,52,2,0,0,60,0,3,20,SJS,4,0.28600000000000003
102,6,1,70,1,0/0/0,55,0/0,14,55,58,0,1,1,10,"Hansen, E.",63,291,1,4,213,"Hansen, E.",CB,1,1,65,40,0,0,0,42,0,0,16,SJS,4,0.28600000000000003
103,6,1,70,1,0/0/0,65,1/1,14,35,72,0,1,1,10,"Hackett, A.",74,291,1,3,213,"Hackett, A.",LB,1,1,71,62,6,0,0,75,0,4,93,SJS,4,0.28600000000000003
104,6,1,51,1,0/0/0,61,0/0,14,50,51,0,1,1,10,"Miller, D.",67,291,1,0,213,"Miller, D.",DT,1,1,75,73,10,0,0,54,0,4,51,SJS,4,0.28600000000000003
105,6,1,80,1,0/0/0,70,1/0,14,57,43,3,1,1,10,"Hardrool, C.",73,291,1,4,213,"Hardrool, C.",FS,1,1,76,70,4,0,0,50,0,0,51,SJS,4,0.28600000000000003
106,6,1,71,1,0/0/0,66,1/0,14,32,61,1,1,1,10,"Selich, A.",74,291,3,6,213,"Selich, A.",LB,3,1,70,71,7,0,0,72,0,3,128,SJS,4,0.28600000000000003
107,6,1,71,1,0/0/0,55,2/2,14,51,58,2,1,1,10,"Shoate, T.",68,291,1,8,213,"Shoate, T.",CB,1,1,71,50,0,0,0,51,1,0,62,SJS,4,0.28600000000000003
108,6,15,70,15,0/0/0,65,0/2,14,40,50,0,1,1,10,"Wiley, D.",64,291,20,0,213,"Wiley, D.",RB,20,1,75,50,0,0,0,20,0,0,0,SJS,4,0.28600000000000003
109,1,1,55,1,0/0/0,65,2/0,14,30,51,0,1,1,10,"Hendrix, K.",76,330,1,3,254,"Hendrix, K.",LB,1,1,80,74,0,0,0,77,0,5,144,BAL,4,0.28600000000000003
110,1,1,65,1,0/0/0,60,1/0,14,25,45,2,1,1,10,"Al Mahrouqi, K.",67,330,1,2,254,"Al Mahrouqi, K.",LB,1,1,60,70,1,0,0,70,1,2,57,BAL,4,0.28600000000000003
111,1,1,50,1,0/0/0,63,1/0,14,30,50,0,1,1,10,"Metas, B.",67,330,1,0,254,"Metas, B.",DT,1,1,71,71,11,1,0,57,0,2,55,BAL,4,0.28600000000000003
112,1,1,70,1,0/0/0,70,1/0,10,70,50,2,1,1,10,"McGinn, I.",70,330,1,2,254,"McGinn, I.",FS,1,1,70,50,0,0,0,56,0,0,44,BAL,4,0.28600000000000003
113,1,1,70,1,1/0/0,71,0/0,14,35,41,0,1,1,10,"Crocker, B.",70,330,1,0,254,"Crocker, B.",DE,1,1,70,62,5,0,0,55,0,15,32,BAL,4,0.28600000000000003
114,1,1,50,1,0/0/0,60,0/1,14,25,60,0,1,1,10,"Harrison, G.",61,330,1,0,254,"Harrison, G.",DT,1,1,50,70,4,1,0,50,0,2,26,BAL,4,0.28600000000000003
115,1,1,67,1,0/0/0,70,2/1,14,50,50,0,1,1,10,"Showcase, S.",64,330,1,3,254,"Showcase, S.",FS,1,1,67,50,0,0,0,65,0,0,20,BAL,4,0.28600000000000003
116,1,1,70,1,0/0/0,70,0/0,14,65,45,0,1,1,10,"Smith, M.",68,330,1,0,254,"Smith, M.",FS,1,1,75,40,0,0,0,50,0,0,18,BAL,4,0.28600000000000003
117,1,1,60,1,0/0/0,60,0/0,14,45,50,0,1,1,10,"Amir, A.",66,330,1,0,254,"Amir, A.",DE,1,1,70,60,2,0,0,50,0,4,10,BAL,4,0.28600000000000003
118,1,1,50,1,0/0/0,65,0/1,14,74,60,0,1,1,10,"Tenzini, G.",65,330,30,0,254,"Tenzini, G.",TE,30,1,65,43,0,0,0,25,0,0,0,BAL,4,0.28600000000000003
119,1,15,61,15,0/0/0,70,0/1,14,55,53,0,1,1,10,"Novel, L.",67,330,25,0,254,"Novel, L.",RB,25,1,72,66,0,0,0,20,0,0,0,BAL,4,0.28600000000000003
120,1,80,50,75,0/0/0,50,0/2,14,15,70,0,1,1,10,"Kyubee, S.",75,330,1,0,254,"Kyubee, S.",QB,1,1,58,35,0,0,0,15,0,0,0,BAL,4,0.28600000000000003
121,1,1,60,1,0/0/0,65,0/1,14,72,52,0,1,1,10,"Lecavalier, R.",61,330,20,0,254,"Lecavalier, R.",WR,20,1,62,46,0,0,0,20,0,0,0,BAL,4,0.28600000000000003
122,1,1,40,1,0/0/0,60,0/1,14,20,55,0,1,1,10,"Bigboy1, Z.",62,330,65,0,254,"Bigboy1, Z.",G,65,1,35,65,0,0,0,35,0,0,0,BAL,4,0.28600000000000003
123,1,1,40,1,0/0/0,60,0/1,14,20,55,0,1,1,10,"Bigboy10, Z.",62,330,65,0,254,"Bigboy10, Z.",C,65,1,35,65,0,0,0,35,0,0,0,BAL,4,0.28600000000000003
124,1,1,40,1,0/0/0,60,0/1,14,20,55,0,1,1,10,"Bigboy12, Z.",62,330,65,0,254,"Bigboy12, Z.",G,65,1,35,65,0,0,0,35,0,0,0,BAL,4,0.28600000000000003
125,1,1,71,1,0/0/0,50,0/0,14,68,57,4,1,1,10,"Peterson, M.",71,330,1,11,254,"Peterson, M.",CB,1,1,75,50,0,0,0,40,0,0,58,BAL,4,0.28600000000000003
126,1,1,70,1,0/0/0,70,1/0,14,55,50,3,1,1,10,"Speed, D.",67,330,1,4,254,"Speed, D.",SS,1,1,76,50,2,0,0,50,1,0,64,BAL,4,0.28600000000000003
127,1,1,69,1,0/0/0,60,0/0,14,25,50,1,1,1,10,"Broadway, E.",68,330,1,9,254,"Broadway, E.",LB,1,1,80,66,3,0,0,60,0,6,39,BAL,4,0.28600000000000003
128,1,1,72,1,0/0/0,50,2/2,14,60,60,1,1,1,10,"Delacour, A.",70,330,1,7,254,"Delacour, A.",CB,1,1,80,40,1,0,0,40,0,0,77,BAL,4,0.28600000000000003
129,1,1,67,1,0/0/0,66,0/0,14,37,48,2,1,1,10,"Harrison, S.",75,330,3,4,254,"Harrison, S.",LB,3,1,72,77,6,0,0,72,1,3,84,BAL,4,0.28600000000000003
130,2,1,60,1,0/0/0,60,0/0,14,30,45,0,1,1,6,"Varga, T.",77,225,1,0,256,"Varga, T.",DE,1,1,80,71,6,0,0,66,0,12,29,YKW,8,0.5710000000000001
131,2,1,74,1,0/0/0,51,0/0,14,60,51,4,1,1,6,"Cutter, D.",72,225,3,13,256,"Cutter, D.",CB,3,1,80,38,0,0,0,49,1,0,45,YKW,8,0.5710000000000001
132,2,1,50,1,0/0/0,60,0/0,14,30,50,0,1,1,6,"Bender, T.",59,225,1,0,256,"Bender, T.",DT,1,1,60,70,13,0,0,45,0,2,47,YKW,8,0.5710000000000001
