,teamID,ACC,AGI,ARM,Avg,END,G,HND,INT,KAc,KDi,L,Lg,Name,No,OVR,PA,PBl,PF,Player,Pos,RBl,S,SPE,STR,T,TCK,TD,Team,W,WPct,Yards
15,2,15,65,15,9.3,65,13,70,40,1,1,6,20,"Tobin, T.",15,65,225,25,256,"Tobin, T.",RB,20,1,70,50,0,20,0,YKW,8,0.5710000000000001,140
16,2,1,60,1,6.7,70,14,70,60,1,1,6,20,"Maddox, R.",63,73,225,44,256,"Maddox, R.",TE,49,1,69,60,0,32,0,YKW,8,0.5710000000000001,422
17,2,1,78,1,14.0,62,14,71,50,1,1,6,47,"LeClair, A.",54,70,225,10,256,"LeClair, A.",WR,10,1,79,33,0,20,4,YKW,8,0.5710000000000001,754
18,3,15,55,15,6.8,70,14,56,34,1,1,6,11,"Tiernan, L.",13,69,253,22,250,"Tiernan, L.",RB,27,1,80,80,0,22,1,COL,8,0.5710000000000001,89
19,3,15,70,15,7.4,66,14,50,50,1,1,6,15,"Tweed, B.",7,73,253,22,250,"Tweed, B.",RB,22,1,83,70,0,22,0,COL,8,0.5710000000000001,52
20,3,1,50,1,8.0,70,12,70,52,1,1,6,8,"Weller, B.",1,62,253,32,250,"Weller, B.",TE,35,1,52,50,0,25,0,COL,8,0.5710000000000001,8
21,3,1,50,1,7.2,70,13,73,50,1,1,6,18,"Gucci, R.",41,67,253,34,250,"Gucci, R.",TE,30,1,70,50,0,25,3,COL,8,0.5710000000000001,294
22,3,1,73,1,12.6,70,14,76,56,1,1,6,45,"Hendrix, K.",69,74,253,12,250,"Hendrix, K.",WR,19,1,80,49,0,20,4,COL,8,0.5710000000000001,868
23,3,15,70,15,7.9,71,14,50,50,1,1,6,18,"O'Connell, K.",9,71,253,35,250,"O'Connell, K.",RB,27,1,76,70,0,22,0,COL,8,0.5710000000000001,71
24,3,1,50,1,5.1,70,14,70,50,1,1,6,18,"Hargrove, M.",26,63,253,35,250,"Hargrove, M.",TE,35,1,58,50,0,30,0,COL,8,0.5710000000000001,132
25,3,1,70,1,11.9,65,14,77,51,1,1,6,29,"Shaloiko, J.",37,67,253,10,250,"Shaloiko, J.",WR,10,1,72,33,0,20,2,COL,8,0.5710000000000001,442
26,3,1,77,1,13.2,60,14,70,40,1,1,6,40,"Law, D.",49,69,253,10,250,"Law, D.",WR,10,1,83,27,0,20,5,COL,8,0.5710000000000001,647
27,4,1,70,1,10.7,60,14,65,41,1,1,5,20,"Washington, W.",6,62,204,10,277,"Washington, W.",WR,10,1,75,25,0,20,1,ARI,9,0.643,64
28,4,1,60,1,8.6,69,6,70,53,1,1,5,12,"Vincent, M.",9,61,204,20,277,"Vincent, M.",WR,21,1,60,50,0,20,1,ARI,9,0.643,77
29,4,15,70,15,6.5,70,14,60,30,1,1,5,12,"Durden, J.",13,70,204,20,277,"Durden, J.",RB,20,1,80,60,0,20,1,ARI,9,0.643,84
30,4,75,55,75,11.4,55,14,15,64,1,1,5,27,"Bronko, K.",35,73,204,1,277,"Bronko, K.",QB,1,1,60,40,0,15,3,ARI,9,0.643,400
31,4,15,70,15,7.1,70,14,50,32,1,1,5,17,"Newman, M.",13,65,204,20,277,"Newman, M.",RB,20,1,73,56,0,20,0,ARI,9,0.643,92
32,4,15,70,15,10.5,66,14,42,32,1,1,5,28,"Mackworthy, R.",11,70,204,22,277,"Mackworthy, R.",RB,22,1,85,68,0,20,0,ARI,9,0.643,115
33,4,1,70,1,13.0,70,14,75,42,1,1,5,38,"Jefferson, L.",74,73,204,22,277,"Jefferson, L.",WR,22,1,83,50,0,20,6,ARI,9,0.643,963
34,4,15,60,15,6.0,70,13,40,30,1,1,5,6,"Bessel, F.",1,59,204,20,277,"Bessel, F.",RB,25,1,65,70,0,20,0,ARI,9,0.643,6
35,4,1,55,1,7.5,65,14,61,55,1,1,5,16,"Tkachuk, J.",21,62,204,54,277,"Tkachuk, J.",TE,54,1,55,52,0,30,1,ARI,9,0.643,157
36,4,1,66,1,18.7,61,14,67,42,1,1,5,50,"Stormblessed, N.",52,68,204,12,277,"Stormblessed, N.",WR,12,1,90,27,0,22,7,ARI,9,0.643,971
37,5,1,70,1,16.1,68,14,71,61,1,1,5,44,"Westfield, B.",61,73,196,22,249,"Westfield, B.",WR,22,1,81,51,0,22,8,OCO,9,0.643,983
38,5,15,61,15,7.8,71,14,51,32,1,1,5,18,"Jenkins, L.",19,67,196,27,249,"Jenkins, L.",RB,27,1,75,75,0,22,1,OCO,9,0.643,148
39,5,15,70,15,6.8,65,14,42,30,1,1,5,15,"Wright, O.",28,67,196,22,249,"Wright, O.",RB,22,1,85,51,0,22,1,OCO,9,0.643,190
40,5,1,65,1,13.6,70,14,78,55,1,1,5,39,"Phelps, R.",84,73,196,22,249,"Phelps, R.",WR,22,1,80,51,0,22,3,OCO,9,0.643,1142
41,5,1,51,1,6.6,66,14,63,47,1,1,5,17,"Wright Jr, G.",51,67,196,63,249,"Wright Jr, G.",TE,65,1,53,71,0,32,0,OCO,9,0.643,336
42,5,3,71,3,13.0,54,14,53,61,1,1,5,30,"Harris, J.",4,68,196,3,249,"Harris, J.",CB,3,1,75,42,0,47,0,OCO,9,0.643,52
43,5,1,50,1,6.8,65,14,61,50,1,1,5,14,"Davidson, J.",16,63,196,35,249,"Davidson, J.",TE,35,1,60,60,0,30,2,OCO,9,0.643,108
44,6,3,71,3,14.8,66,14,76,51,3,3,10,47,"Cook, B.",72,74,291,22,213,"Cook, B.",WR,22,1,78,60,0,22,4,SJS,4,0.28600000000000003,1062
45,6,1,53,1,6.8,65,14,70,45,1,1,10,17,"Bottles, B.",59,64,291,42,213,"Bottles, B.",TE,42,1,66,44,0,25,2,SJS,4,0.28600000000000003,400
46,6,1,65,1,7.8,60,14,55,70,1,1,10,25,"Mademe, R.",16,59,291,10,213,"Mademe, R.",WR,10,1,70,25,0,20,1,SJS,4,0.28600000000000003,125
47,6,15,74,15,8.3,70,14,51,37,1,1,10,23,"Bowers Jr, V.",26,71,291,25,213,"Bowers Jr, V.",RB,25,1,80,63,0,20,2,SJS,4,0.28600000000000003,217
48,6,15,70,15,10.2,65,14,40,50,1,1,10,25,"Wiley, D.",32,64,291,20,213,"Wiley, D.",RB,20,1,75,50,0,20,1,SJS,4,0.28600000000000003,326
49,6,1,72,1,12.6,61,14,74,54,1,1,10,43,"Weston, S.",56,68,291,12,213,"Weston, S.",WR,12,1,80,25,0,20,3,SJS,4,0.28600000000000003,704
50,6,15,61,15,0.5,70,4,51,40,1,1,10,1,"Savea, A.",2,63,291,27,213,"Savea, A.",RB,27,1,66,70,0,22,0,SJS,4,0.28600000000000003,1
51,1,1,70,1,13.5,61,14,70,56,1,1,10,40,"West, D.",75,68,330,12,254,"West, D.",WR,12,1,80,30,0,20,4,BAL,4,0.28600000000000003,1010
52,1,15,61,15,4.9,70,14,55,53,1,1,10,11,"Novel, L.",7,67,330,25,254,"Novel, L.",RB,25,1,72,66,0,20,0,BAL,4,0.28600000000000003,34
53,1,1,72,1,15.0,69,14,75,53,1,1,10,47,"Christmas, C.",47,71,330,22,254,"Christmas, C.",WR,22,1,75,50,0,20,2,BAL,4,0.28600000000000003,705
54,1,1,50,1,4.6,65,14,70,55,1,1,10,9,"Piper, W.",16,64,330,35,254,"Piper, W.",TE,35,1,55,52,0,30,1,BAL,4,0.28600000000000003,73
55,1,15,70,15,6.1,66,14,61,51,1,1,10,16,"Robinson, M.",20,71,330,27,254,"Robinson, M.",RB,22,1,73,67,0,20,0,BAL,4,0.28600000000000003,122
56,1,1,60,1,11.0,65,14,72,52,1,1,10,28,"Lecavalier, R.",21,61,330,20,254,"Lecavalier, R.",WR,20,1,62,46,0,20,2,BAL,4,0.28600000000000003,230
57,1,1,50,1,6.1,65,14,74,60,1,1,10,16,"Tenzini, G.",67,65,330,30,254,"Tenzini, G.",TE,30,1,65,43,0,25,3,BAL,4,0.28600000000000003,407
58,2,3,77,3,16.8,63,14,70,50,3,3,6,47,"Garden, J.",70,72,225,12,256,"Garden, J.",WR,12,1,80,50,0,22,7,YKW,8,0.5710000000000001,1178
59,2,1,55,1,21.0,65,14,75,45,1,1,6,21,"Bennett, A.",1,61,225,20,256,"Bennett, A.",WR,20,1,65,45,0,20,0,YKW,8,0.5710000000000001,21
60,2,1,75,1,10.0,61,5,71,52,1,1,6,24,"North, F.",3,65,225,12,256,"North, F.",WR,12,1,71,30,0,20,0,YKW,8,0.5710000000000001,30
61,2,15,50,15,5.2,72,14,50,40,1,1,6,11,"Stats, J.",6,61,225,20,256,"Stats, J.",RB,25,1,70,70,0,20,2,YKW,8,0.5710000000000001,31
62,2,1,45,1,3.6,65,6,71,55,1,1,6,6,"Sanderson, J.",10,63,225,30,256,"Sanderson, J.",TE,30,1,56,52,0,25,0,YKW,8,0.5710000000000001,36
63,2,17,63,17,4.0,66,14,60,63,3,3,6,11,"Nuck, B.",14,69,225,24,256,"Nuck, B.",RB,22,1,80,51,0,22,1,YKW,8,0.5710000000000001,56
64,2,1,60,1,11.4,65,14,70,40,1,1,6,28,"Stephen, W.",5,64,225,20,256,"Stephen, W.",WR,20,1,72,45,0,20,0,YKW,8,0.5710000000000001,57
65,2,1,46,1,4.9,65,14,60,57,1,1,6,19,"Larsendorf, R.",26,58,225,50,256,"Larsendorf, R.",TE,50,1,50,50,0,30,0,YKW,8,0.5710000000000001,128
66,2,15,65,15,9.3,65,13,70,40,1,1,6,20,"Tobin, T.",15,65,225,25,256,"Tobin, T.",RB,20,1,70,50,0,20,0,YKW,8,0.5710000000000001,140
67,2,1,60,1,6.7,70,14,70,60,1,1,6,20,"Maddox, R.",63,73,225,44,256,"Maddox, R.",TE,49,1,69,60,0,32,0,YKW,8,0.5710000000000001,422
68,2,1,78,1,14.0,62,14,71,50,1,1,6,47,"LeClair, A.",54,70,225,10,256,"LeClair, A.",WR,10,1,79,33,0,20,4,YKW,8,0.5710000000000001,754
69,3,15,55,15,6.8,70,14,56,34,1,1,6,11,"Tiernan, L.",13,69,253,22,250,"Tiernan, L.",RB,27,1,80,80,0,22,1,COL,8,0.5710000000000001,89
70,3,15,70,15,7.4,66,14,50,50,1,1,6,15,"Tweed, B.",7,73,253,22,250,"Tweed, B.",RB,22,1,83,70,0,22,0,COL,8,0.5710000000000001,52
71,3,1,50,1,8.0,70,12,70,52,1,1,6,8,"Weller, B.",1,62,253,32,250,"Weller, B.",TE,35,1,52,50,0,25,0,COL,8,0.5710000000000001,8
72,3,1,50,1,7.2,70,13,73,50,1,1,6,18,"Gucci, R.",41,67,253,34,250,"Gucci, R.",TE,30,1,70,50,0,25,3,COL,8,0.5710000000000001,294
73,3,1,73,1,12.6,70,14,76,56,1,1,6,45,"Hendrix, K.",69,74,253,12,250,"Hendrix, K.",WR,19,1,80,49,0,20,4,COL,8,0.5710000000000001,868
74,3,15,70,15,7.9,71,14,50,50,1,1,6,18,"O'Connell, K.",9,71,253,35,250,"O'Connell, K.",RB,27,1,76,70,0,22,0,COL,8,0.5710000000000001,71
75,3,1,50,1,5.1,70,14,70,50,1,1,6,18,"Hargrove, M.",26,63,253,35,250,"Hargrove, M.",TE,35,1,58,50,0,30,0,COL,8,0.5710000000000001,132
76,3,1,70,1,11.9,65,14,77,51,1,1,6,29,"Shaloiko, J.",37,67,253,10,250,"Shaloiko, J.",WR,10,1,72,33,0,20,2,COL,8,0.5710000000000001,442
77,3,1,77,1,13.2,60,14,70,40,1,1,6,40,"Law, D.",49,69,253,10,250,"Law, D.",WR,10,1,83,27,0,20,5,COL,8,0.5710000000000001,647
78,4,1,70,1,10.7,60,14,65,41,1,1,5,20,"Washington, W.",6,62,204,10,277,"Washington, W.",WR,10,1,75,25,0,20,1,ARI,9,0.643,64
79,4,1,60,1,8.6,69,6,70,53,1,1,5,12,"Vincent, M.",9,61,204,20,277,"Vincent, M.",WR,21,1,60,50,0,20,1,ARI,9,0.643,77
80,4,15,70,15,6.5,70,14,60,30,1,1,5,12,"Durden, J.",13,70,204,20,277,"Durden, J.",RB,20,1,80,60,0,20,1,ARI,9,0.643,84
81,4,75,55,75,11.4,55,14,15,64,1,1,5,27,"Bronko, K.",35,73,204,1,277,"Bronko, K.",QB,1,1,60,40,0,15,3,ARI,9,0.643,400
82,4,15,70,15,7.1,70,14,50,32,1,1,5,17,"Newman, M.",13,65,204,20,277,"Newman, M.",RB,20,1,73,56,0,20,0,ARI,9,0.643,92
83,4,15,70,15,10.5,66,14,42,32,1,1,5,28,"Mackworthy, R.",11,70,204,22,277,"Mackworthy, R.",RB,22,1,85,68,0,20,0,ARI,9,0.643,115
84,4,1,70,1,13.0,70,14,75,42,1,1,5,38,"Jefferson, L.",74,73,204,22,277,"Jefferson, L.",WR,22,1,83,50,0,20,6,ARI,9,0.643,963
85,4,15,60,15,6.0,70,13,40,30,1,1,5,6,"Bessel, F.",1,59,204,20,277,"Bessel, F.",RB,25,1,65,70,0,20,0,ARI,9,0.643,6
86,4,1,55,1,7.5,65,14,61,55,1,1,5,16,"Tkachuk, J.",21,62,204,54,277,"Tkachuk, J.",TE,54,1,55,52,0,30,1,ARI,9,0.643,157
87,4,1,66,1,18.7,61,14,67,42,1,1,5,50,"Stormblessed, N.",52,68,204,12,277,"Stormblessed, N.",WR,12,1,90,27,0,22,7,ARI,9,0.643,971
88,5,1,70,1,16.1,68,14,71,61,1,1,5,44,"Westfield, B.",61,73,196,22,249,"Westfield, B.",WR,22,1,81,51,0,22,8,OCO,9,0.643,983
89,5,15,61,15,7.8,71,14,51,32,1,1,5,18,"Jenkins, L.",19,67,196,27,249,"Jenkins, L.",RB,27,1,75,75,0,22,1,OCO,9,0.643,148
90,5,15,70,15,6.8,65,14,42,30,1,1,5,15,"Wright, O.",28,67,196,22,249,"Wright, O.",RB,22,1,85,51,0,22,1,OCO,9,0.643,190
91,5,1,65,1,13.6,70,14,78,55,1,1,5,39,"Phelps, R.",84,73,196,22,249,"Phelps, R.",WR,22,1,80,51,0,22,3,OCO,9,0.643,1142
92,5,1,51,1,6.6,66,14,63,47,1,1,5,17,"Wright Jr, G.",51,67,196,63,249,"Wright Jr, G.",TE,65,1,53,71,0,32,0,OCO,9,0.643,336
93,5,3,71,3,13.0,54,14,53,61,1,1,5,30,"Harris, J.",4,68,196,3,249,"Harris, J.",CB,3,1,75,42,0,47,0,OCO,9,0.643,52
94,5,1,50,1,6.8,65,14,61,50,1,1,5,14,"Davidson, J.",16,63,196,35,249,"Davidson, J.",TE,35,1,60,60,0,30,2,OCO,9,0.643,108
95,6,3,71,3,14.8,66,14,76,51,3,3,10,47,"Cook, B.",72,74,291,22,213,"Cook, B.",WR,22,1,78,60,0,22,4,SJS,4,0.28600000000000003,1062
96,6,1,53,1,6.8,65,14,70,45,1,1,10,17,"Bottles, B.",59,64,291,42,213,"Bottles, B.",TE,42,1,66,44,0,25,2,SJS,4,0.28600000000000003,400
97,6,1,65,1,7.8,60,14,55,70,1,1,10,25,"Mademe, R.",16,59,291,10,213,"Mademe, R.",WR,10,1,70,25,0,20,1,SJS,4,0.28600000000000003,125
98,6,15,74,15,8.3,70,14,51,37,1,1,10,23,"Bowers Jr, V.",26,71,291,25,213,"Bowers Jr, V.",RB,25,1,80,63,0,20,2,SJS,4,0.28600000000000003,217
99,6,15,70,15,10.2,65,14,40,50,1,1,10,25,"Wiley, D.",32,64,291,20,213,"Wiley, D.",RB,20,1,75,50,0,20,1,SJS,4,0.28600000000000003,326
100,6,1,72,1,12.6,61,14,74,54,1,1,10,43,"Weston, S.",56,68,291,12,213,"Weston, S.",WR,12,1,80,25,0,20,3,SJS,4,0.28600000000000003,704
101,6,15,61,15,0.5,70,4,51,40,1,1,10,1,"Savea, A.",2,63,291,27,213,"Savea, A.",RB,27,1,66,70,0,22,0,SJS,4,0.28600000000000003,1
102,1,1,73,1,10.5,60,14,74,58,1,1,6,22,"Baker, J.",36,67,270,10,268,"Baker, J.",WR,10,2,74,30,0,20,1,BAL,8,0.5710000000000001,379
103,1,15,73,15,7.6,71,14,52,34,1,1,6,27,"Farlane, D.",16,71,270,24,268,"Farlane, D.",RB,24,2,88,50,0,20,0,BAL,8,0.5710000000000001,122
104,1,15,70,15,5.8,66,14,61,51,1,1,6,12,"Robinson, M.",14,71,270,27,268,"Robinson, M.",RB,22,2,73,67,0,20,1,BAL,8,0.5710000000000001,81
105,1,1,70,1,11.6,65,14,77,51,1,1,6,25,"Shaloiko, J.",5,67,270,10,268,"Shaloiko, J.",WR,10,2,72,33,0,20,1,BAL,8,0.5710000000000001,58
106,1,1,80,1,16.0,69,14,80,64,1,1,6,47,"Christmas, C.",67,78,270,22,268,"Christmas, C.",WR,22,2,80,50,0,20,5,BAL,8,0.5710000000000001,1073
107,1,1,45,1,5.3,65,14,71,55,1,1,6,13,"Sanderson, J.",36,63,270,30,268,"Sanderson, J.",TE,30,2,56,52,0,25,0,BAL,8,0.5710000000000001,192
108,1,1,68,1,12.1,71,14,85,56,1,1,6,25,"Vincent, M.",67,71,270,25,268,"Vincent, M.",WR,25,2,67,52,0,24,1,BAL,8,0.5710000000000001,808
109,1,1,50,1,4.3,65,2,70,55,1,1,6,7,"Piper, W.",3,64,270,35,268,"Piper, W.",TE,35,2,55,52,0,30,0,BAL,8,0.5710000000000001,13
110,2,1,45,1,4.2,65,14,70,50,1,1,6,10,"Kamby, J.",9,64,295,30,300,"Kamby, J.",TE,30,2,60,55,0,25,1,YKW,8,0.5710000000000001,38
111,2,3,70,3,7.3,71,14,80,70,3,3,6,22,"Maddox, R.",83,87,295,50,300,"Maddox, R.",TE,52,2,72,80,0,36,2,YKW,8,0.5710000000000001,603
112,2,15,58,15,5.3,70,14,52,35,1,1,6,15,"Kennedy, E.",19,66,295,37,300,"Kennedy, E.",RB,42,2,71,74,0,20,1,YKW,8,0.5710000000000001,101
113,2,1,71,1,13.2,61,14,75,60,1,1,6,34,"West, D.",59,70,295,12,300,"West, D.",WR,12,2,81,30,0,20,3,YKW,8,0.5710000000000001,776
114,2,15,57,15,9.7,65,2,49,30,1,1,6,15,"Burnsman, E.",3,62,295,20,300,"Burnsman, E.",RB,20,2,80,50,0,20,0,YKW,8,0.5710000000000001,29
115,2,17,72,17,4.7,70,14,60,71,3,3,6,11,"Nuck, B.",25,76,295,31,300,"Nuck, B.",RB,24,2,85,52,0,24,3,YKW,8,0.5710000000000001,118
116,2,1,78,1,10.0,70,14,56,50,1,1,6,10,"Novel, L.",1,74,295,1,300,"Novel, L.",FS,1,2,81,52,0,60,1,YKW,8,0.5710000000000001,10
117,2,3,79,3,14.6,70,14,83,60,3,3,6,37,"Cook, B.",74,82,295,26,300,"Cook, B.",WR,26,2,83,65,0,24,6,YKW,8,0.5710000000000001,1078
118,2,3,84,3,16.7,71,14,71,52,3,3,6,45,"Garden, J.",73,79,295,16,300,"Garden, J.",WR,16,2,90,52,0,26,8,YKW,8,0.5710000000000001,1220
119,2,3,80,3,18.0,73,14,70,73,3,3,6,18,"Lavelle, D.",1,81,295,7,300,"Lavelle, D.",CB,7,2,80,51,0,56,0,YKW,8,0.5710000000000001,18
120,3,15,71,15,6.5,68,14,52,52,1,1,6,23,"Tweed, B.",15,79,216,26,268,"Tweed, B.",RB,26,2,94,71,0,26,0,COL,8,0.5710000000000001,98
121,3,1,70,1,5.0,65,14,65,45,1,1,6,5,"Moss, S.",1,63,216,20,268,"Moss, S.",WR,20,2,65,50,0,20,0,COL,8,0.5710000000000001,5
122,3,1,52,1,7.4,70,14,77,50,1,1,6,24,"Gucci, R.",59,70,216,34,268,"Gucci, R.",TE,30,2,73,50,0,25,3,COL,8,0.5710000000000001,435
123,3,1,76,1,9.7,65,14,74,60,1,1,6,31,"Ross, J.",46,72,216,20,268,"Ross, J.",WR,20,2,80,35,0,20,2,COL,8,0.5710000000000001,445
124,3,15,70,15,7.4,71,14,53,50,1,1,6,18,"O'Connell, K.",11,74,216,39,268,"O'Connell, K.",RB,33,2,80,74,0,22,0,COL,8,0.5710000000000001,81
125,3,1,80,1,16.6,72,14,77,60,1,1,6,45,"Hendrix, K.",72,80,216,16,268,"Hendrix, K.",WR,23,2,87,50,0,20,9,COL,8,0.5710000000000001,1198
126,3,1,77,1,13.3,60,14,70,40,1,1,6,42,"Law, D.",57,71,216,10,268,"Law, D.",WR,10,2,89,27,0,20,4,COL,8,0.5710000000000001,756
127,4,15,75,15,7.6,72,14,50,32,1,1,2,19,"Mackworthy, R.",27,77,175,22,369,"Mackworthy, R.",RB,22,2,90,75,0,20,3,ARI,12,0.857,206
128,4,1,74,1,10.3,67,14,80,55,1,1,2,29,"Chess, C.",36,76,175,24,369,"Chess, C.",WR,24,2,80,52,0,20,6,ARI,12,0.857,371
129,4,1,55,1,6.2,65,14,70,55,1,1,2,15,"Tkachuk, J.",59,69,175,54,369,"Tkachuk, J.",TE,54,2,57,63,0,30,1,ARI,12,0.857,365
130,4,1,71,1,14.5,70,14,82,71,1,1,2,54,"Jackson, M.",83,78,175,10,369,"Jackson, M.",WR,10,2,90,36,0,35,8,ARI,12,0.857,1201
131,4,1,80,1,15.0,70,14,78,52,1,1,2,54,"Evans, D.",58,78,175,27,369,"Evans, D.",WR,27,2,83,50,0,20,6,ARI,12,0.857,871
132,5,1,80,1,16.9,71,14,80,55,1,1,6,42,"Phelps, R.",83,81,219,22,271,"Phelps, R.",WR,22,2,88,52,0,22,5,OCO,8,0.5710000000000001,1406
133,5,1,55,1,9.0,60,2,55,40,1,1,6,9,"Catchem5, Z.",1,50,219,10,271,"Catchem5, Z.",WR,10,2,60,25,0,20,0,OCO,8,0.5710000000000001,9
134,5,1,50,1,7.4,65,14,61,50,1,1,6,13,"Davidson, J.",12,63,219,35,271,"Davidson, J.",TE,35,2,60,60,0,30,0,OCO,8,0.5710000000000001,89
135,5,15,63,15,6.2,80,14,60,36,1,1,6,24,"Jenkins, L.",23,75,219,31,271,"Jenkins, L.",RB,31,2,82,81,0,26,3,OCO,8,0.5710000000000001,142
136,5,15,74,15,8.6,70,14,51,37,1,1,6,23,"Bowers Jr, V.",20,72,219,25,271,"Bowers Jr, V.",RB,25,2,80,67,0,20,0,OCO,8,0.5710000000000001,173
137,5,1,53,1,6.4,67,14,71,50,1,1,6,25,"Wright Jr, G.",88,79,219,68,271,"Wright Jr, G.",TE,70,2,70,84,0,34,3,OCO,8,0.5710000000000001,567
138,5,1,76,1,10.9,60,12,71,51,1,1,6,26,"Willie, T.",24,69,219,14,271,"Willie, T.",WR,14,2,80,30,0,20,4,OCO,8,0.5710000000000001,261
139,5,1,80,1,13.9,70,14,78,50,1,1,6,36,"Westfield, B.",69,80,219,10,271,"Westfield, B.",WR,10,2,94,44,0,20,6,OCO,8,0.5710000000000001,962
140,6,1,72,1,17.0,69,14,71,70,1,1,10,17,"Canton, J.",1,77,374,7,233,"Canton, J.",CB,7,2,84,44,0,44,0,SJS,4,0.28600000000000003,17
141,6,1,45,1,3.0,60,13,20,60,1,1,10,6,"Brownce, B.",11,66,374,69,233,"Brownce, B.",C,68,2,35,68,0,35,0,SJS,4,0.28600000000000003,33
142,6,1,60,1,8.4,65,8,70,40,1,1,10,21,"Stephen, W.",19,64,374,20,233,"Stephen, W.",WR,20,2,72,45,0,20,1,SJS,4,0.28600000000000003,159
143,6,1,80,1,13.2,70,14,73,50,1,1,10,42,"Smallwood, D.",61,75,374,24,233,"Smallwood, D.",WR,24,2,80,50,0,24,4,SJS,4,0.28600000000000003,808
144,6,1,53,1,6.6,65,14,70,45,1,1,10,22,"Bottles, B.",59,64,374,42,233,"Bottles, B.",TE,42,2,66,44,0,25,3,SJS,4,0.28600000000000003,390
145,6,15,80,15,6.7,73,14,60,30,1,1,10,19,"Durden, J.",23,73,374,20,233,"Durden, J.",RB,20,2,80,60,0,20,1,SJS,4,0.28600000000000003,153
146,6,15,70,15,3.5,70,14,45,35,1,1,10,4,"Goose, J.",2,63,374,25,233,"Goose, J.",RB,25,2,70,55,0,20,0,SJS,4,0.28600000000000003,7
147,6,1,70,1,9.3,60,9,72,52,1,1,10,22,"Wheat, B.",26,65,374,10,233,"Wheat, B.",WR,10,2,73,30,0,20,0,SJS,4,0.28600000000000003,243
148,6,1,80,1,15.6,63,14,80,60,1,1,10,52,"Weston, S.",67,78,374,16,233,"Weston, S.",WR,16,2,84,47,0,20,1,SJS,4,0.28600000000000003,1043
149,6,15,73,15,6.0,70,14,45,36,1,1,10,13,"Diaz, D.",3,67,374,25,233,"Diaz, D.",RB,25,2,70,73,0,20,0,SJS,4,0.28600000000000003,18
150,7,1,70,1,7.4,66,14,73,42,1,1,9,17,"Mason, H.",41,66,281,11,245,"Mason, H.",WR,12,2,78,25,0,20,2,PHI,5,0.35700000000000004,302
