,teamID,Q,time,totTime,down,distance,side,yard,play,gameID,S,homeTeam,awayTeam,teamPoss,dist2goal,awayScore,homeScore
42,3,1,3:20,2900,3,4,COL,37,"Pass by Applehort, R., complete to O'Sullivan, S. for 7 yds. Tackle by Marmeladov, V..",1879,8,PHI,COL,COL,63,0,7
43,3,1,2:41,2861,1,10,COL,44,"Pass by Applehort, R., complete to Aaron, D. for 15 yds. Tackle by Hayden, A..",1879,8,PHI,COL,COL,56,0,7
44,3,1,1:59,2819,1,10,PHI,41,"Applehort, R. throws the ball away to avoid the sack.",1879,8,PHI,COL,COL,41,0,7
45,3,1,1:42,2802,2,10,PHI,41,"Rush by Joyce, S. for 7 yds. Tackle by Lee, J..",1879,8,PHI,COL,COL,41,0,7
46,3,1,1:26,2786,3,3,PHI,34,"Rush by (R) Grau, M. for 2 yds. Tackle by Kamaka, E..",1879,8,PHI,COL,COL,34,0,7
47,3,1,1:08,2768,4,1,PHI,32,"Pass by Applehort, R. to Aaron, D. falls incomplete.",1879,8,PHI,COL,COL,32,0,7
48,3,1,1:08,2768,4,1,PHI,32,Turnover on downs.,1879,8,PHI,COL,COL,32,0,7
49,7,1,1:03,2763,1,10,PHI,32,"Rush by Kroetch, D. for 14 yds. Tackle by Bly Jr., A..",1879,8,PHI,COL,PHI,68,0,7
50,7,1,0:14,2714,1,10,PHI,46,"Pass by Oles, T., complete to Bush, C. for 40 yds. Tackle by Bly Jr., A..",1879,8,PHI,COL,PHI,54,0,7
51,7,2,15:00,2700,1,10,COL,14,"Pass by Oles, T., complete to Kroetch, D. for 9 yds. Tackle by Ishigawa, H..",1879,8,PHI,COL,PHI,14,0,7
52,7,2,14:26,2666,2,1,COL,5,"Pass by Oles, T., complete to North, F. for 5 yds.",1879,8,PHI,COL,PHI,5,0,7
53,7,2,14:06,2646,,,,,TOUCHDOWN! (Harris kick good),1879,8,PHI,COL,PHI,,0,14
54,7,2,14:06,2646,,,PHI,30,"Harris, S. kicks off.",1879,8,PHI,COL,PHI,70,0,14
55,3,2,14:06,2646,,,COL,14,"Kickoff of 63 yards. Returned by Bly Jr., A. for 7 yards.",1879,8,PHI,COL,COL,86,0,14
56,3,2,13:59,2639,1,10,COL,14,"Pass by Applehort, R., complete to Aaron, D. for 13 yds. Tackle by Lee, J..",1879,8,PHI,COL,COL,86,0,14
57,3,2,13:20,2600,1,10,COL,27,"Applehort, R. throws the ball away to avoid the sack.",1879,8,PHI,COL,COL,73,0,14
58,3,2,12:57,2577,2,15,COL,22,"Yeti Penalty on Joyce, S.: Too many men on the field.",1879,8,PHI,COL,COL,78,0,14
59,3,2,12:57,2577,2,15,COL,22,"Applehort, R. SACKED by Godfrey King - DT for -7 yds.",1879,8,PHI,COL,COL,78,0,14
60,3,2,12:22,2542,3,22,COL,15,"Pass by Applehort, R. to Miller, H. is incomplete. Broken up by Marmeladov, V..",1879,8,PHI,COL,COL,85,0,14
61,7,2,12:19,2539,4,22,COL,15,"Punt by McCormick, M. of 30 yards. No return.",1879,8,PHI,COL,COL,85,0,14
62,7,2,12:10,2530,1,10,COL,45,"Pass by Oles, T., complete to Garden, J. for 45 yds.",1879,8,PHI,COL,PHI,45,0,14
63,7,2,11:04,2464,,,,,TOUCHDOWN! (Harris kick good),1879,8,PHI,COL,PHI,,0,21
64,7,2,11:04,2464,,,PHI,30,"Harris, S. kicks off.",1879,8,PHI,COL,PHI,70,0,21
65,3,2,11:04,2464,,,COL,16,"Kickoff of 70 yards. Returned by Miller, H. for 16 yards.",1879,8,PHI,COL,COL,84,0,21
66,3,2,11:00,2460,1,10,COL,16,"Applehort, R. SACKED by Micah Hendrix - LB for -6 yds.",1879,8,PHI,COL,COL,84,0,21
67,3,2,10:27,2427,2,16,COL,10,"Pass by Applehort, R. to Aaron, D. is incomplete. Broken up by Tucker, P..",1879,8,PHI,COL,COL,90,0,21
68,3,2,10:20,2420,3,16,COL,10,"Pass by Applehort, R. to Aaron, D. is incomplete. Broken up by Tucker, P..",1879,8,PHI,COL,COL,90,0,21
69,7,2,10:13,2413,4,16,COL,10,"Punt by McCormick, M. of 63 yards.",1879,8,PHI,COL,COL,90,0,21
70,7,2,10:13,2413,,,,,"Returned by Bush, C. for 13 yards.",1879,8,PHI,COL,PHI,,0,21
71,7,2,9:58,2398,1,10,PHI,39,"Rush by Kroetch, D. for 3 yds. Tackle by Pierno, N..",1879,8,PHI,COL,PHI,61,0,21
72,7,2,9:42,2382,2,7,PHI,42,"Pass by Oles, T., complete to DiMirio, P. for 2 yds. Tackle by Ruckus, B..",1879,8,PHI,COL,PHI,58,0,21
73,7,2,9:15,2355,3,5,PHI,44,"Pass by Oles, T. to DiMirio, P. falls incomplete.",1879,8,PHI,COL,PHI,56,0,21
74,3,2,9:10,2350,4,5,PHI,44,"Punt by Harris, S. of 37 yards. No return.",1879,8,PHI,COL,PHI,56,0,21
75,3,2,9:01,2341,1,10,COL,18,"Pass by Applehort, R., complete to Aaron, D. for 9 yds. Tackle by Hayden, A..",1879,8,PHI,COL,COL,82,0,21
76,3,2,8:30,2310,2,1,COL,27,"Applehort, R. SACKED by Micah Hendrix - LB for -10 yds.",1879,8,PHI,COL,COL,73,0,21
77,3,2,7:48,2268,3,11,COL,17,"Pass by Applehort, R. to O'Sullivan, S. is incomplete. Broken up by Tucker, P..",1879,8,PHI,COL,COL,83,0,21
78,7,2,7:44,2264,4,11,COL,17,"Punt by McCormick, M. of 32 yards.",1879,8,PHI,COL,COL,83,0,21
79,7,2,7:44,2264,,,,,"Returned by Bush, C. for -4 yards.",1879,8,PHI,COL,PHI,,0,21
80,7,2,7:33,2253,1,10,PHI,46,"Pass by Oles, T. to Bush, C. was dropped! Incomplete.",1879,8,PHI,COL,PHI,54,0,21
81,7,2,7:28,2248,2,10,PHI,46,"Pass by Oles, T., complete to O'Connell, K. for 4 yds. Tackle by Tillman, M..",1879,8,PHI,COL,PHI,54,0,21
82,7,2,6:51,2211,3,6,COL,49,"Pass by Oles, T. to North, F. falls incomplete.",1879,8,PHI,COL,PHI,49,0,21
83,3,2,6:45,2205,4,6,COL,49,"Punt by Harris, S. of 49 yards. Touchback.",1879,8,PHI,COL,PHI,49,0,21
84,3,2,6:40,2200,1,10,COL,20,"Pass by Applehort, R., complete to (R) Grau, M. for 6 yds. Tackle by Lee, J..",1879,8,PHI,COL,COL,80,0,21
85,3,2,6:07,2167,2,4,COL,26,"Rush by Joyce, S. for 9 yds. Tackle by Flock, R..",1879,8,PHI,COL,COL,74,0,21
86,3,2,5:39,2139,1,10,COL,35,"Pass by Applehort, R. to Aaron, D. falls incomplete.",1879,8,PHI,COL,COL,65,0,21
87,3,2,5:35,2135,2,10,COL,35,"Pass by Applehort, R., complete to Aaron, D. for 20 yds. Tackle by Hayden, A..",1879,8,PHI,COL,COL,65,0,21
88,3,2,4:51,2091,1,15,COL,50,"Yeti Penalty on Wheat, B.: Illegal Substitution",1879,8,PHI,COL,COL,50,0,21
89,3,2,4:51,2091,1,15,COL,50,"Pass by Applehort, R., complete to O'Sullivan, S. for 10 yds. Tackle by Tucker, P..",1879,8,PHI,COL,COL,50,0,21
90,3,2,4:14,2054,2,5,PHI,40,"Rush by Joyce, S. for 0 yds. Tackle by Davidson, D..",1879,8,PHI,COL,COL,40,0,21
91,3,2,3:56,2036,3,5,PHI,40,"Rush by (R) Grau, M. for 7 yds. Tackle by Hendrix, M..",1879,8,PHI,COL,COL,40,0,21
92,3,2,3:42,2022,1,10,PHI,33,"Pass by Applehort, R. to Miller, H. falls incomplete.",1879,8,PHI,COL,COL,33,0,21
93,3,2,3:38,2018,2,10,PHI,33,"Pass by Applehort, R. to Wheat, B. falls incomplete.",1879,8,PHI,COL,COL,33,0,21
94,3,2,3:32,2012,3,10,PHI,33,"Pass by Applehort, R. to Aaron, D. falls incomplete.",1879,8,PHI,COL,COL,33,0,21
95,7,2,3:27,2007,4,10,PHI,33,"Punt by McCormick, M. of 33 yards. Touchback.",1879,8,PHI,COL,COL,33,0,21
96,7,2,3:22,2002,1,10,PHI,20,"Rush by Kroetch, D. for 15 yds. Tackle by Tillman, M..",1879,8,PHI,COL,PHI,80,0,21
97,7,2,2:46,1966,1,10,PHI,35,"Pass by Oles, T., complete to Bush, C. for 11 yds. Tackle by Ishigawa, H..",1879,8,PHI,COL,PHI,65,0,21
98,7,2,2:14,1934,1,10,PHI,46,"Pass by Oles, T., complete to DiMirio, P. for 8 yds. Tackle by Danger, D..",1879,8,PHI,COL,PHI,54,0,21
99,7,2,2:14,1934,2,2,COL,46,Philadelphia Liberty : Timeout,1879,8,PHI,COL,PHI,46,0,21
100,7,2,1:52,1912,2,2,COL,46,"Rush by Kroetch, D. for 3 yds. Tackle by Danger, D..",1879,8,PHI,COL,PHI,46,0,21
101,7,2,1:52,1912,1,10,COL,43,Philadelphia Liberty : Timeout,1879,8,PHI,COL,PHI,43,0,21
102,7,2,1:36,1896,1,10,COL,43,"Rush by Kroetch, D. for -1 yds. Tackle by Saint, J..",1879,8,PHI,COL,PHI,43,0,21
103,7,2,1:36,1896,2,11,COL,44,Philadelphia Liberty : Timeout,1879,8,PHI,COL,PHI,44,0,21
104,7,2,1:25,1885,2,11,COL,44,"Rush by Kroetch, D. for 5 yds. Tackle by (R) Ramero, R..",1879,8,PHI,COL,PHI,44,0,21
105,7,2,1:06,1866,3,6,COL,39,"Rush by Kroetch, D. for 3 yds. Tackle by Saint, J..",1879,8,PHI,COL,PHI,39,0,21
106,7,2,0:46,1846,4,3,COL,36,"Rush by Bush, C. for -1 yds. Tackle by Ishigawa, H..",1879,8,PHI,COL,PHI,36,0,21
107,7,2,0:46,1846,4,4,COL,37,Turnover on downs.,1879,8,PHI,COL,PHI,37,0,21
108,3,2,0:35,1835,1,10,COL,37,"Applehort, R. SACKED by Norman Bagwell - DE for -11 yds.",1879,8,PHI,COL,COL,63,0,21
109,3,2,0:35,1835,2,21,COL,26,Colorado Yeti : Timeout,1879,8,PHI,COL,COL,74,0,21
110,3,2,0:16,1816,2,21,COL,26,"Pass by Applehort, R. to O'Sullivan, S. falls incomplete.",1879,8,PHI,COL,COL,74,0,21
111,3,2,0:10,1810,3,21,COL,26,"Pass by Applehort, R., complete to O'Sullivan, S. for 4 yds. Tackle by Flock, R..",1879,8,PHI,COL,COL,74,0,21
112,3,3,15:00,1800,,,COL,30,"McCormick, M. kicks off.",1879,8,PHI,COL,COL,70,0,21
113,7,3,15:00,1800,,,,,"Kroetch, D. takes it down the left side.",1879,8,PHI,COL,PHI,,0,21
114,7,3,15:00,1800,,,,,"Kroetch, D. is finally brought down. A 33 yard return.",1879,8,PHI,COL,PHI,,0,21
115,7,3,14:52,1792,1,10,PHI,48,"Yeti Penalty on Pierno, N.: Unnecessary Roughness.",1879,8,PHI,COL,PHI,52,0,21
116,7,3,14:32,1772,1,10,PHI,48,"Oles, T. SACKED by Jonathon Saint - LB for -6 yds.",1879,8,PHI,COL,PHI,52,0,21
117,7,3,14:04,1744,2,16,PHI,42,"Pass by Oles, T., complete to North, F. for 23 yds. Tackle by FreeSafetyBot, Z..",1879,8,PHI,COL,PHI,58,0,21
118,7,3,13:11,1691,1,10,COL,34,"Pass by Oles, T. to DiMirio, P. is incomplete. Broken up by Ishigawa, H..",1879,8,PHI,COL,PHI,34,0,21
119,7,3,13:06,1686,2,10,COL,34,"Pass by Oles, T., complete to Bush, C. for 14 yds. Tackle by LeFevre, R..",1879,8,PHI,COL,PHI,34,0,21
120,7,3,12:19,1639,1,10,COL,20,"Pass by Oles, T. to Garden, J. falls incomplete.",1879,8,PHI,COL,PHI,20,0,21
121,7,3,12:16,1636,2,10,COL,20,"Pass by Oles, T., complete to DiMirio, P. for 8 yds. Tackle by Dam, D..",1879,8,PHI,COL,PHI,20,0,21
122,7,3,11:41,1601,3,2,COL,12,"Pass by Oles, T., complete to DiMirio, P. for 3 yds. Tackle by Ishigawa, H..",1879,8,PHI,COL,PHI,12,0,21
123,7,3,11:13,1573,1,9,COL,9,"Rush by Bush, C. for 1 yds. Tackle by Miller, D..",1879,8,PHI,COL,PHI,9,0,21
124,7,3,10:59,1559,2,8,COL,8,"Pass by Oles, T., complete to North, F. for 8 yds.",1879,8,PHI,COL,PHI,8,0,21
125,7,3,10:36,1536,,,,,TOUCHDOWN! (Harris kick good),1879,8,PHI,COL,PHI,,0,28
126,7,3,10:36,1536,,,PHI,30,"Harris, S. kicks off.",1879,8,PHI,COL,PHI,70,0,28
127,3,3,10:36,1536,,,,,The kick sails into the endzone.,1879,8,PHI,COL,COL,,0,28
128,3,3,10:36,1536,,,,,"Miller, H. takes it out of the endzone!",1879,8,PHI,COL,COL,,0,28
129,3,3,10:36,1536,,,COL,30,"Kickoff of 78 yards. Returned by Miller, H. for 30 yards.",1879,8,PHI,COL,COL,70,0,28
130,3,3,10:26,1526,1,10,COL,30,"Pass by Applehort, R. to (R) Grau, M. was dropped! Incomplete.",1879,8,PHI,COL,COL,70,0,28
131,3,3,10:19,1519,2,15,COL,25,"Yeti Penalty on Aaron, D.: Illegal Shift.",1879,8,PHI,COL,COL,75,0,28
132,3,3,10:19,1519,2,15,COL,25,"Rush by Joyce, S. for 3 yds. Tackle by Bagwell, N..",1879,8,PHI,COL,COL,75,0,28
133,3,3,10:02,1502,3,12,COL,28,"Pass by Applehort, R., complete to Aaron, D. for 28 yds. Tackle by Hayden, A..",1879,8,PHI,COL,COL,72,0,28
134,3,3,9:02,1442,1,10,PHI,43,"Pass by Applehort, R. to O'Sullivan, S. falls incomplete.",1879,8,PHI,COL,COL,43,0,28
135,3,3,8:55,1435,2,10,PHI,43,"Pass by Applehort, R., complete to Miller, H. for 19 yds. Tackle by Marmeladov, V..",1879,8,PHI,COL,COL,43,0,28
136,3,3,8:08,1388,1,15,PHI,29,"Yeti Penalty on Wheat, B.: Illegal Shift.",1879,8,PHI,COL,COL,29,0,28
137,3,3,8:08,1388,1,15,PHI,29,"Rush by (R) Grau, M. for 1 yds. Tackle by Lee, J..",1879,8,PHI,COL,COL,29,0,28
138,3,3,7:43,1363,2,14,PHI,28,"Pass by Applehort, R. to Miller, H. is incomplete. Broken up by Lee, J..",1879,8,PHI,COL,COL,28,0,28
139,3,3,7:38,1358,3,14,PHI,28,"Pass by Applehort, R. to O'Sullivan, S. falls incomplete.",1879,8,PHI,COL,COL,28,0,28
140,3,3,7:34,1354,4,14,PHI,28,"45 yard FG by McCormick, M. is good.",1879,8,PHI,COL,COL,28,3,28
141,3,3,7:34,1354,,,COL,30,"McCormick, M. kicks off.",1879,8,PHI,COL,COL,70,3,28
142,7,3,7:34,1354,,,,,The kick sails into the endzone.,1879,8,PHI,COL,PHI,,3,28
143,7,3,7:34,1354,,,,,"Garden, J. takes it out of the endzone!",1879,8,PHI,COL,PHI,,3,28
144,7,3,7:34,1354,,,PHI,26,"Kickoff of 82 yards. Returned by Garden, J. for 26 yards.",1879,8,PHI,COL,PHI,74,3,28
145,7,3,7:25,1345,1,10,PHI,26,"Pass by Oles, T. to Garden, J. is incomplete. Broken up by Tillman, M..",1879,8,PHI,COL,PHI,74,3,28
146,7,3,7:22,1342,1,10,PHI,36,"Yeti Penalty on Dam, D.: Tripping.",1879,8,PHI,COL,PHI,64,3,28
147,7,3,7:04,1324,1,10,PHI,36,"Pass by Oles, T., complete to North, F. for 5 yds. Tackle by Bly Jr., A..",1879,8,PHI,COL,PHI,64,3,28
148,7,3,6:41,1301,2,5,PHI,41,"Pass by Oles, T. to Kroetch, D. was dropped! Incomplete.",1879,8,PHI,COL,PHI,59,3,28
149,7,3,6:35,1295,1,10,COL,43,"Yeti Penalty on LeFevre, R.: Unsportsmanlike Conduct.",1879,8,PHI,COL,PHI,43,3,28
150,7,3,6:12,1272,1,10,COL,43,"Rush by Kroetch, D. for 1 yds. Tackle by Ishigawa, H..",1879,8,PHI,COL,PHI,43,3,28
151,7,3,5:53,1253,2,9,COL,42,"Pass by Oles, T., to Garden, J.. INTERCEPTION by Erikson, V. at the COL - 33 yard line and returned for 49 yards.",1879,8,PHI,COL,PHI,42,3,28
152,3,3,5:34,1234,1,10,PHI,17,"Pass by Applehort, R. to (R) Grau, M. was dropped! Incomplete.",1879,8,PHI,COL,COL,17,3,28
153,3,3,5:28,1228,2,10,PHI,17,"Pass by Applehort, R. to Wheat, B. was dropped! Incomplete.",1879,8,PHI,COL,COL,17,3,28
154,3,3,5:24,1224,3,10,PHI,17,"Pass by Applehort, R. to Miller, H. was dropped! Incomplete.",1879,8,PHI,COL,COL,17,3,28
155,3,3,5:20,1220,4,10,PHI,17,"34 yard FG by McCormick, M. is good.",1879,8,PHI,COL,COL,17,6,28
156,3,3,5:20,1220,,,COL,30,"McCormick, M. kicks off.",1879,8,PHI,COL,COL,70,6,28
157,7,3,5:20,1220,,,,,The kick sails into the endzone.,1879,8,PHI,COL,PHI,,6,28
158,7,3,5:20,1220,,,,,"Garden, J. takes it out of the endzone!",1879,8,PHI,COL,PHI,,6,28
159,7,3,5:20,1220,,,PHI,16,"Kickoff of 76 yards. Returned by Garden, J. for 16 yards.",1879,8,PHI,COL,PHI,84,6,28
160,7,3,5:17,1217,1,10,PHI,16,"Pass by Oles, T. to Bush, C. was dropped! Incomplete.",1879,8,PHI,COL,PHI,84,6,28
161,7,3,5:10,1210,2,10,PHI,16,"Pass by Oles, T., complete to O'Connell, K. for 1 yds. Tackle by LeFevre, R..",1879,8,PHI,COL,PHI,84,6,28
162,7,3,4:42,1182,3,9,PHI,17,"Pass by Oles, T., complete to Garden, J. for 14 yds. Tackle by Tillman, M..",1879,8,PHI,COL,PHI,83,6,28
163,7,3,4:08,1148,1,10,PHI,31,"Pass by Oles, T., complete to North, F. for 13 yds. Tackle by Tillman, M..",1879,8,PHI,COL,PHI,69,6,28
164,7,3,3:16,1096,1,10,PHI,44,"Rush by Kroetch, D. for 11 yds. Tackle by Saint, J..",1879,8,PHI,COL,PHI,56,6,28
165,7,3,2:51,1071,1,10,COL,44,"Pass by Oles, T., complete to Bush, C. for 16 yds. Tackle by Saint, J..",1879,8,PHI,COL,PHI,44,6,28
166,7,3,2:00,1020,1,10,COL,28,"Pass by Oles, T., complete to Bush, C. for 12 yds. Tackle by Ruckus, B..",1879,8,PHI,COL,PHI,28,6,28
167,7,3,1:21,981,1,10,COL,16,"Pass by Oles, T., complete to DiMirio, P. for 8 yds. Tackle by Ruckus, B..",1879,8,PHI,COL,PHI,16,6,28
168,7,3,0:42,942,2,2,COL,8,"Pass by Oles, T., complete to Garden, J. for 8 yds.",1879,8,PHI,COL,PHI,8,6,28
169,7,3,0:21,921,,,,,TOUCHDOWN! (Harris kick good),1879,8,PHI,COL,PHI,,6,35
170,7,3,0:21,921,,,PHI,30,"Harris, S. kicks off.",1879,8,PHI,COL,PHI,70,6,35
171,3,3,0:21,921,,,,,"Miller, H. takes it down the left side.",1879,8,PHI,COL,COL,,6,35
172,3,3,0:21,921,,,,,"Miller, H. is finally brought down. A 32 yard return.",1879,8,PHI,COL,COL,,6,35
173,3,3,0:15,915,1,10,COL,37,"Rush by Joyce, S. for 5 yds. Tackle by Flock, R..",1879,8,PHI,COL,COL,63,6,35
174,3,4,15:00,900,2,5,COL,42,"Pass by Applehort, R. to Wheat, B. falls incomplete.",1879,8,PHI,COL,COL,58,6,35
175,3,4,14:56,896,3,5,COL,42,"Pass by Applehort, R., complete to Wheat, B. for 7 yds. Tackle by Marmeladov, V..",1879,8,PHI,COL,COL,58,6,35
176,3,4,14:20,860,1,10,COL,49,"Rush by (R) Grau, M. for 8 yds. Tackle by Lee, J..",1879,8,PHI,COL,COL,51,6,35
177,3,4,13:52,832,2,2,PHI,43,"Rush by (R) Grau, M. for 5 yds. Tackle by Hendrix, M..",1879,8,PHI,COL,COL,43,6,35
178,3,4,13:29,809,1,10,PHI,38,"Rush by (R) Grau, M. for 1 yds. Tackle by Tucker, P..",1879,8,PHI,COL,COL,38,6,35
179,3,4,13:05,785,2,9,PHI,37,"Pass by Applehort, R., complete to Wheat, B. for 7 yds. Tackle by Rove, C..",1879,8,PHI,COL,COL,37,6,35
180,3,4,12:24,744,3,2,PHI,30,"Pass by Applehort, R. to Miller, H. falls incomplete.",1879,8,PHI,COL,COL,30,6,35
181,3,4,12:20,740,4,2,PHI,30,"47 yard FG by McCormick, M. is good.",1879,8,PHI,COL,COL,30,9,35
182,3,4,12:20,740,,,COL,30,"McCormick, M. kicks off.",1879,8,PHI,COL,COL,70,9,35
183,7,4,12:20,740,,,,,"Kroetch, D. takes it down the right side.",1879,8,PHI,COL,PHI,,9,35
184,7,4,12:20,740,,,,,"Kroetch, D. is finally brought down. A 36 yard return.",1879,8,PHI,COL,PHI,,9,35
185,7,4,12:14,734,1,5,PHI,42,"Yeti Penalty on Saint, J.: Offsides.",1879,8,PHI,COL,PHI,58,9,35
186,7,4,12:14,734,1,5,PHI,42,"Pass by Oles, T., complete to Bush, C. for 3 yds. Tackle by Saint, J..",1879,8,PHI,COL,PHI,58,9,35
187,7,4,11:41,701,2,2,PHI,45,"Rush by Bush, C. for 0 yds. Tackle by Saint, J..",1879,8,PHI,COL,PHI,55,9,35
188,7,4,11:22,682,3,2,PHI,45,"Rush by Kroetch, D. for 2 yds. Tackle by Ishigawa, H..",1879,8,PHI,COL,PHI,55,9,35
189,7,4,10:59,659,1,10,PHI,47,"Pass by Oles, T., complete to Garden, J. for 9 yds. Tackle by Tillman, M..",1879,8,PHI,COL,PHI,53,9,35
190,7,4,10:27,627,2,1,COL,44,"Oles, T. SACKED by Rickey (R) Ramero - LB for -6 yds.",1879,8,PHI,COL,PHI,44,9,35
